region,latitude,longitude,ndvi,ndbi,nightlight
Sewri,18.9987796,72.8544218,0.2644494672263481,0.003308729956731993,53.23833465576172
Ambernath East,19.0781806,72.8677752,0.3491547464239272,0.15478615071283094,39.67166519165039
Nilje Gaon,19.0781806,72.8677752,0.3491547464239272,0.15478615071283094,39.67166519165039
Prabhadevi,19.0074717,72.8358965,0.22314599268373794,0.03185048697025533,41.244998931884766
Matunga,19.0274356,72.8501467,0.1257413997627521,0.10703363914373089,38.128334045410156
Lower Parel,18.99568,72.8302756,0.13882702301410543,0.05308641975308642,48.598331451416016
Titwala,19.2948464,73.2051012,0.5953104646113765,-0.10695992768906297,24.370834350585938
Shil Phata,19.1108804,73.0031362,0.23069767441860464,0.15517241379310345,41.72416687011719
Koper Khairane,19.0781806,72.8677752,0.3491547464239272,0.15478615071283094,39.67166519165039
Napeansea Road,19.0781806,72.8677752,0.3491547464239272,0.15478615071283094,39.67166519165039
Bhandup West,19.1462636,72.9339461,0.249079754601227,0.1134334857391683,28.554166793823242
Koproli,18.8830094,72.9895799,0.1477467199087279,0.005437469105289174,16.88166618347168
Anjurdive,19.0781806,72.8677752,0.3491547464239272,0.15478615071283094,39.67166519165039
Wadala,19.0269192,72.8759337,0.6880678376741369,-0.2971840819176169,41.037498474121094
Sion,19.0465213,72.8632834,0.2739115529653754,0.09674282936315022,47.60333251953125
Taloje,19.079148,73.0878581,0.13075880758807587,0.13231089160384715,27.455833435058594
Cuffe Parade,18.9129204,72.8201377,0.1712798026856673,-0.0028155795401220087,34.78166580200195
Bhandup East,19.1378308,72.9361964,0.4098746081504702,0.07885304659498207,21.775833129882812
Byculla,18.9766219,72.8327936,0.10407993338884262,0.23145285935085008,61.69499969482422
Tardeo,18.9722351,72.8203423,0.3033448673587082,0.004697592483852026,62.217498779296875
Vasai West,19.385748,72.829894,0.45629510825982356,0.029655356665776116,25.767499923706055
Vasai east,19.4036749,72.8257906,0.7087566521528785,-0.3074218027022025,21.22916603088379
Malad East,19.1860219,72.8563181,0.19493871095294582,0.0822957789249924,35.143333435058594
Colaba,18.915091,72.8259691,0.15504220346512662,0.08707865168539326,35.81666564941406
Thane East,19.0428922,73.0226767,0.17009093971034017,0.11894496576211007,47.95500183105469
Nalasopara East,19.4174424,72.8175975,0.09644670050761421,0.08534201954397394,34.871665954589844
Deonar,19.0475502,72.9051895,0.656966792194454,-0.21914357682619648,37.46500015258789
Nahur East,19.1550738,72.9469187,0.13925327951564076,0.11796875,29.1200008392334
Sanpada,19.0659774,73.0095329,0.0976781425140112,0.15108359133126936,50.34749984741211
Sector 21 Kamothe,19.0173837,73.0954838,0.16264367816091954,0.14188759278897137,35.723331451416016
Saphale,19.5771316,72.8218812,0.18037690696978761,0.09805714285714286,3.4674999713897705
Kasheli,19.2362651,73.0147061,0.16579265832997175,0.09404388714733543,10.154999732971191
Juinagar,19.0559456,73.0182495,0.0999131190269331,0.11561299336360462,41.14583206176758
Worli,19.0117388,72.8178706,0.40967092008059103,-0.1438692098092643,49.53333282470703
Panch Pakhdi,19.0781806,72.8677752,0.3491547464239272,0.15478615071283094,39.67166519165039
Mazagaon,18.9671362,72.8397279,0.18766066838046272,0.04124513618677043,55.334999084472656
Hiranandani Estates,19.0781806,72.8677752,0.3491547464239272,0.15478615071283094,39.67166519165039
Belapur,19.0051696,73.0282853,0.7218664226898445,-0.26083072800357304,17.5575008392334
Vichumbe,18.9904678,73.1279357,0.07125307125307126,0.06370794559770938,21.767499923706055
Bandra East,19.0616565,72.8498111,0.6069592724396995,-0.057507155867811605,51.94499969482422
Sector 17 Ulwe,18.9707794,73.0215336,0.23685165034457745,-0.01156926727973895,31.29166603088379
Sector 23 Ulwe,18.9707794,73.0215336,0.23685165034457745,-0.01156926727973895,31.29166603088379
Nalasopara West,19.012455,72.835058,0.07564062982401976,0.17185642975992393,46.48749923706055
Mahalaxmi,18.9825203,72.8242196,0.1496655518394649,0.14596273291925466,54.67166519165039
Sector 20 Kamothe,19.0173837,73.0954838,0.16264367816091954,0.14188759278897137,35.723331451416016
Dadar East,19.0162531,72.8522274,0.16077865897620763,0.12996487435828155,42.741668701171875
Sector 19 Kamothe,19.0173837,73.0954838,0.16264367816091954,0.14188759278897137,35.723331451416016
Shahapur,19.453876,73.327579,0.1561624649859944,0.18448999753025438,18.926666259765625
Sector 30 Kharghar,19.0525298,73.0735111,0.6237482117310443,-0.16919907288179242,33.52583312988281
Asangaon,19.4399615,73.3081462,0.17356754496026766,0.10179257362355953,9.554166793823242
Vikroli East,19.1252708,72.9284744,0.13408876298394712,0.04111776447105788,26.40166664123535
Mira Road,19.1878962,72.8365955,0.25536723163841807,-0.008395734059450873,61.56916809082031
Kanjurmarg East,19.124102,72.9385562,0.09234828496042216,0.04783808647654094,29.73666763305664
Rambaug,19.2170731,72.8522143,0.2679814385150812,0.044580419580419584,43.371665954589844
Sector-12 Kamothe,19.0173837,73.0954838,0.16264367816091954,0.14188759278897137,35.723331451416016
Juhu,19.1070215,72.8275275,0.2619904076738609,-0.04752425976611097,39.31666564941406
Ville Parle West,19.1159409,72.8312863,0.13820078226857888,-0.010709117221418235,43.856666564941406
Mazgaon,18.9697337,72.8406201,0.28885967794939205,0.009095502779181405,45.36916732788086
Virar East,19.4579689,72.8142138,0.49884704073789393,0.011907778059285534,29.49416732788086
Khar West,19.0752179,72.8337907,0.2585407001265289,-0.08351488743645606,45.440834045410156
Sector 8 New panvel,19.0594069,72.9602962,0.23536635284486288,0.08545454545454545,26.107500076293945
Rabale,19.1366355,73.0027824,0.11002260738507913,0.10251332825590251,39.71333312988281
Bhayandar West,19.3101847,72.8526988,0.28,0.16723824894089168,15.880833625793457
Sector 20 Ulwe,18.9707794,73.0215336,0.23685165034457745,-0.01156926727973895,31.29166603088379
Sector 22 Kamothe,19.0173837,73.0954838,0.16264367816091954,0.14188759278897137,35.723331451416016
Sector 21 Nerul,19.0370909,73.0233188,0.6179917643332278,-0.1624943104233045,40.54499816894531
Bandra Kurla Complex,19.067115,72.8657245,0.14455054329930853,0.01835639649816436,74.87833404541016
Sector 14 Vashi,19.0318761,72.8882146,0.38823529411764707,0.09986130374479889,41.08250045776367
Mumbai Central,18.9695855,72.8193152,-0.013307984790874524,-0.10897435897435898,62.217498779296875
Virar West,19.4533576,72.8057966,0.2780121894045945,0.1803968731208659,33.559165954589844
Sector 11 Koparkhairane,19.106806,73.0009987,0.19692058346839547,0.23807067320092856,36.5533332824707
Unnat Nagar,19.1619,72.8425,0.08378136200716846,-0.05933873439894898,37.5091667175293
Diva,19.2300117,73.0281438,0.09760956175298804,0.003316249623153452,9.519166946411133
Palava,19.1646091,73.1127841,0.37353255069370334,-0.02836596084698362,13.914999961853027
Dombivali East,19.2140507,73.0998038,0.26996876394466757,0.117656177336847,37.76583480834961
Sector-14 Koparkhairane,19.1055927,72.9982432,0.16673596673596675,0.2077922077922078,36.5533332824707
Greater Khanda,19.0128151,73.0992675,0.21807747489239598,-0.017985611510791366,35.35416793823242
Sector-35D Kharghar,19.0525298,73.0735111,0.6237482117310443,-0.16919907288179242,33.52583312988281
Umroli,19.7557614,72.7604506,0.5113988179003659,-0.16007777057679845,6.816666603088379
Sector-9 Ulwe,18.9707794,73.0215336,0.23685165034457745,-0.01156926727973895,31.29166603088379
Govandi,19.0553688,72.9150702,0.09448368009162054,0.04385526096381524,40.355831146240234
vile parle west,19.103908,72.840301,0.46850916821684824,-0.12867647058823528,43.44916534423828
MATUNGA WEST,19.0317259,72.8433917,0.1452135493372607,0.09073900841908325,43.670833587646484
Sector-3 Ulwe,18.9707794,73.0215336,0.23685165034457745,-0.01156926727973895,31.29166603088379
kasaradavali thane west,19.0781806,72.8677752,0.3491547464239272,0.15478615071283094,39.67166519165039
Kurla East,19.0628944,72.8825604,0.20340975896531452,0.07979321195774332,48.5716667175293
Pestom Sagar Colony,19.0692541,72.9019227,0.3909898059848734,-0.01293103448275862,46.09166717529297
Sector 12 Kharghar,19.0448864,73.0643216,0.133001149865849,0.10990665462210178,22.90166664123535
Police Colony,19.0470382,72.842896,0.13319386331938632,0.004594180704441042,50.57416534423828
Dahisar West,19.248875,72.852959,0.6925647451963242,-0.22639225181598063,26.08416748046875
Marine Lines,18.945764,72.8237193,0.1259259259259259,0.06696428571428571,52.06916809082031
Sector 19 Kharghar,19.0468627,73.0814208,0.07893507706679122,0.1266540642722117,34.84083557128906
Kalher,19.2470586,73.0162096,0.16617429837518463,0.21773594253158285,20.47249984741211
Hindu Colony,19.0199623,72.8478929,0.5116926503340757,-0.1750703310971651,48.77000045776367
Dahisar East,19.2486925,72.8640593,0.019011406844106463,0.17506733358984225,37.13166809082031
Sector 9 Vashi,19.0318761,72.8882146,0.38823529411764707,0.09986130374479889,41.08250045776367
Khardi,19.5848248,73.388417,0.18902439024390244,0.16129032258064516,5.292500019073486
Babulnath Road,19.0781806,72.8677752,0.3491547464239272,0.15478615071283094,39.67166519165039
Sector 21 Kharghar,19.0525298,73.0735111,0.6237482117310443,-0.16919907288179242,33.52583312988281
Dharavi,19.044463,72.8586177,0.12634408602150538,0.21017907634307256,48.90583419799805
Vasind,19.4115443,73.2691755,0.12362030905077263,0.19398258115597783,8.231666564941406
Tilak Nagar,19.0657855,72.8904702,0.1753020134228188,0.11016260162601627,47.40416717529297
Ashok nagar,19.0529955,72.8797876,0.3045325779036827,-0.0778232884727911,44.994998931884766
Antop Hill,19.0301805,72.8669504,0.1618238712561466,0.09756944444444444,40.375831604003906
Peddar Road,18.97538,72.8090732,0.09969788519637462,0.07195467422096317,57.34000015258789
Kamathipura,18.9653224,72.8264349,0.1387045813586098,0.16574074074074074,70.35916900634766
Usarghar Gaon,19.182137,73.070512,0.44031311154598823,-0.0810281517747858,12.666666984558105
Ambarnath,19.136208,72.816827,0.09624024592102152,-0.025890683779597256,31.47249984741211
Patlipada,19.2493501,72.9760694,0.22294654498044328,0.25239107332624866,28.669166564941406
Vevoor,19.0781806,72.8677752,0.3491547464239272,0.15478615071283094,39.67166519165039
Shelu,20.3972518,77.2311511,0.04370744564023721,-0.010633772862611655,3.944999933242798
Kurla West,19.0686026,72.876583,0.2725615314494075,0.007347712728134629,51.73833465576172
Goregaon,19.1648688,72.8495492,0.3926952812583311,0.19975490196078433,38.83416748046875
Naupada,19.0829619,72.8889865,0.12095490716180371,0.026715799170888992,41.258331298828125
Bhoiwada,19.0050981,72.846061,0.27007299270072993,0.05714285714285714,40.86916732788086
Sector 7 Kharghar,19.0341874,73.0677397,0.5263537906137185,-0.12297476759628154,34.755001068115234
Roadpali,19.0392786,73.0992311,0.5840266222961731,-0.1818746120422098,32.77166748046875
Sector-9 Kamothe,19.0173837,73.0954838,0.16264367816091954,0.14188759278897137,35.723331451416016
Borivali,19.229068,72.8573628,0.075579187238891,0.20202874049027894,45.01499938964844
Badlapur,19.1666237,73.2389064,0.16613756613756614,0.1146223888591323,32.1591682434082
Khanda Colony,19.0098345,73.1081097,0.48454636091724823,0.0232863233847163,33.47083282470703
Dombivli (West),19.2221822,73.0809274,0.21743161798794622,0.21752085816448152,30.514999389648438
GTB Nagar,19.0380048,72.8643455,0.4086751254057244,-0.07353271868675512,47.848331451416016
Bandra,19.0549792,72.8402203,0.05758829144129812,0.16816816816816818,50.852500915527344
kandivali,19.2041136,72.8517376,0.20877242950726288,0.05981391227292867,39.46666717529297
Mahavir Nagar,19.2149882,72.8378643,0.22456297624383684,-0.005520794994479205,44.162498474121094
Churchgate,18.9354797,72.8271741,0.1404109589041096,0.07628294036061026,54.100833892822266
Pali Hill,19.0649126,72.8270326,0.6794596254221676,-0.2522893772893773,38.272499084472656
Manpada,19.2314156,72.9738156,0.6992619926199262,-0.16730038022813687,26.170000076293945
Sector-50 Seawoods,19.0097792,73.0170705,0.279017135467184,-0.005592272496187087,27.335832595825195
Uttan,19.2532885,72.7904864,0.6328859060402685,-0.1819285887782366,2.5341665744781494
Gauripada,19.2492992,73.1493443,0.16454749439042632,0.11859609397112936,37.24250030517578
Gandhar Nagar,19.2615338,73.1352995,0.22038216560509555,0.07618129218900675,33.994998931884766
Mahim West,19.0498954,72.8375028,0.057692307692307696,0.041891331397760266,50.727500915527344
Warai,19.0739171,73.3509648,-1.0,1.0,1.34416663646698
mumbai,19.054999,72.8692035,0.25778458397141396,0.005248284214775939,44.01416778564453
Khatiwali,19.0686026,72.876583,0.2725615314494075,0.007347712728134629,51.73833465576172
Chandivali,19.1091482,72.8945793,0.13352476669059585,0.16785243741765482,40.62916564941406
Mumbra,19.2126187,73.0073993,0.4322033898305085,-0.13900589721988205,17.980833053588867
Chembur East,19.0477777,72.8780364,0.5547049441786284,-0.18617668532489656,45.47666549682617
Malabar Hill,18.9581616,72.8033665,0.5760197775030902,-0.09277908720805657,34.48666763305664
sector,19.028923,72.8666936,0.36782334384858045,-0.11236531554643407,41.04750061035156
Uran,19.0375563,73.0290014,0.12296165711767298,0.021505376344086023,47.378334045410156
Manjarli,19.1745451,73.2375331,0.15123456790123457,0.17637317140491304,25.017499923706055
Ghodbunder Road,19.2335556,72.9759463,0.1276546091015169,0.0033003300330033004,34.61249923706055
Mulund,19.1721762,72.9562383,0.33145615446500404,0.09040945314646881,30.10333251953125
Sector 18 Kharghar,19.0452903,73.0796201,0.29483500717360117,-0.0463768115942029,34.84083557128906
Palidevad,19.0686026,72.876583,0.2725615314494075,0.007347712728134629,51.73833465576172
Juhu Scheme,19.1111725,72.8297487,0.21150278293135436,0.05749338465239355,42.71500015258789
Adaigaon,19.0686026,72.876583,0.2725615314494075,0.007347712728134629,51.73833465576172
Versova,19.1302521,72.8213775,0.07177570093457944,0.05191798941798942,34.58833312988281
Sector-4 New Panvel,19.0594069,72.9602962,0.23536635284486288,0.08545454545454545,26.107500076293945
Pen,19.103182,72.8484426,0.384351798972016,0.04378698224852071,42.790000915527344
Sector 6 Kamothe,19.0173837,73.0954838,0.16264367816091954,0.14188759278897137,35.723331451416016
Maneklal Estate,19.0686026,72.876583,0.2725615314494075,0.007347712728134629,51.73833465576172
L I C Colony,19.2426204,72.8520198,0.4903100775193798,-0.09804854831032842,27.544166564941406
