Unnamed: 0,property_type,location,price_lakh,rate_per_sqft,total_sqft,status,city
558,3 BHK Apartment,Kompally,73.29,4200,1745.0,Under Construction,Hyderabad
559,3 BHK Apartment,Kompally,67.62,4200,1610.0,Under Construction,Hyderabad
560,Residential Plot,Bibinagar,21.96,1444,1521.0,New,Hyderabad
561,Residential Plot,Bibinagar,21.96,1444,1521.0,New,Hyderabad
562,3 BHK Apartment,Bachupally,86.05,5699,1510.0,Under Construction,Hyderabad
563,3 BHK Apartment,Bachupally,92.89,5748,1616.0,Under Construction,Hyderabad
564,2 BHK Apartment,Bachupally,71.69,5699,1258.0,Under Construction,Hyderabad
565,3 BHK Apartment,Aminpur,76.5,5000,1530.0,Under Construction,Hyderabad
566,2 BHK Apartment,Aminpur,65.0,5000,1300.0,Under Construction,Hyderabad
567,3 BHK Apartment,Bachupally,102.0,5699,1803.0,Under Construction,Hyderabad
568,3 BHK Apartment,Aminpur,70.0,4575,1530.0,Under Construction,Hyderabad
569,2 BHK Apartment,Ramachandra Puram,56.5,5136,1100.0,Under Construction,Hyderabad
570,2 BHK Apartment,Aminpur,55.5,5045,1100.0,Under Construction,Hyderabad
571,2 BHK Apartment,Aminpur,56.7,4536,1250.0,Under Construction,Hyderabad
572,2 BHK Apartment,Aminpur,54.0,4821,1120.0,Under Construction,Hyderabad
573,2 BHK Apartment,Ramachandra Puram,54.7,4376,1250.0,Ready to move,Hyderabad
574,4 BHK Independent House,Aminpur,160.0,6400,2500.0,Under Construction,Hyderabad
575,3 BHK Apartment,Ameenpur,73.0,4850,1505.0,Under Construction,Hyderabad
576,3 BHK Apartment,Ameenpur,70.2,4711,1490.0,Under Construction,Hyderabad
577,2 BHK Apartment,Aminpur,58.0,4640,1250.0,Under Construction,Hyderabad
578,4 BHK Independent House,Aminpur,170.0,7727,2200.0,Under Construction,Hyderabad
579,2 BHK Apartment,Aminpur,57.0,4710,1210.0,Under Construction,Hyderabad
580,Residential Plot,Medchal,35.0,1944,1800.0,New,Hyderabad
581,4 BHK Independent House,Peerzadiguda,150.0,12500,1200.0,Ready to move,Hyderabad
582,3 BHK Independent House,Peerzadiguda,92.5,12500,740.0,Ready to move,Hyderabad
583,3 BHK Apartment,Manikonda,116.0,6999,1667.0,Ready to move,Hyderabad
584,2 BHK Apartment,Manikonda,85.87,6999,1227.0,Ready to move,Hyderabad
585,3 BHK Apartment,Neknampur,116.0,6999,1667.0,Ready to move,Hyderabad
586,2 BHK Apartment,Manchirevula,100.0,8000,1250.0,Ready to move,Hyderabad
587,2 BHK Apartment,Manchirevula,100.0,8000,1250.0,Ready to move,Hyderabad
588,2 BHK Apartment,Manchirevula,100.0,8000,1250.0,Ready to move,Hyderabad
589,2 BHK Apartment,Manchirevula,100.0,8000,1250.0,Ready to move,Hyderabad
590,2 BHK Apartment,Narsingi,106.0,8000,1325.0,Ready to move,Hyderabad
591,3 BHK Apartment,Narsingi,135.0,8300,1635.0,Ready to move,Hyderabad
592,2 BHK Apartment,Manikonda,85.17,6999,1217.0,Ready to move,Hyderabad
593,2 BHK Apartment,Manikonda,92.45,6998,1321.0,Ready to move,Hyderabad
594,2 BHK Apartment,Neknampur,92.45,6999,1321.0,Ready to move,Hyderabad
595,2 BHK Apartment,Narsingi,106.0,8000,1325.0,Ready to move,Hyderabad
596,3 BHK Apartment,Narsingi,135.0,8300,1635.0,Ready to move,Hyderabad
597,Residential Plot,Tukkuguda,110.0,25000,440.0,New,Hyderabad
598,Residential Plot,Tukkuguda,100.0,2777,3600.0,New,Hyderabad
599,3 BHK Apartment,Gachibowli,180.0,12064,1492.0,Ready to move,Hyderabad
600,4 BHK Villa,Bhanur,176.0,7000,2520.0,Under Construction,Hyderabad
601,4 BHK Villa,Whitefield,750.0,23437,3200.0,Ready to move,Hyderabad
602,4 BHK Apartment,Kokapet,408.0,10123,4037.0,Under Construction,Hyderabad
603,4 BHK Apartment,Kokapet,311.0,9000,3465.0,Under Construction,Hyderabad
604,4 BHK Apartment,Kokapet,293.0,9002,3259.0,Under Construction,Hyderabad
605,4 BHK Apartment,Kokapet,339.0,9000,3775.0,Under Construction,Hyderabad
606,3 BHK Apartment,Kokapet,237.0,9000,2640.0,Under Construction,Hyderabad
607,3 BHK Apartment,Kokapet,237.0,9000,2639.0,Under Construction,Hyderabad
608,4 BHK Apartment,Kokapet,337.0,9000,3755.0,Under Construction,Hyderabad
609,3 BHK Apartment,Meerpet,75.0,4464,1680.0,Ready to move,Hyderabad
610,3 BHK Villa,muthangi,110.0,4847,2269.0,Under Construction,Hyderabad
611,3 BHK Apartment,Chandanagar,160.0,9411,1700.0,Ready to move,Hyderabad
612,3 BHK Villa,Patancheru,150.0,4800,3125.0,Under Construction,Hyderabad
613,3 BHK Apartment,Patancheru,96.88,5099,1900.0,Under Construction,Hyderabad
614,3 BHK Apartment,Patancheru,73.93,5099,1450.0,Under Construction,Hyderabad
615,3 BHK Apartment,Patancheru,89.23,5099,1750.0,Under Construction,Hyderabad
616,3 BHK Apartment,Patancheru,84.38,5099,1655.0,Under Construction,Hyderabad
617,2 BHK Apartment,Patancheru,66.28,5099,1300.0,Under Construction,Hyderabad
618,4 BHK Villa,Bachupally,160.0,6000,2675.0,Ready to move,Hyderabad
619,3 BHK Villa,Bachupally,105.0,6000,1763.0,Ready to move,Hyderabad
620,2 BHK Apartment,Nizampet,67.07,5498,1220.0,Ready to move,Hyderabad
621,Residential Plot,Taramatipet,39.99,2222,1800.0,New,Hyderabad
622,Residential Plot,Taramatipet,33.39,2222,1503.0,New,Hyderabad
