city,location,region,bhk,total_sqft,property_type,availability,price
Mumbai,Adityaraj Shivneri Chs Adityaraj Gateway,Ghatkopar East,1.0,555.0,Apartment,Ready to move,78.0
Mumbai,Satra Centrio,Chembur,2.0,1000.0,Apartment,Ready to move,145.0
Mumbai,Dipti Spaces Aaryavarta,Andheri East,1.0,640.0,Apartment,Ready to move,115.0
Mumbai,Ruparel Luminare,Dadar East,2.0,950.0,Apartment,Under Construction,260.0
Mumbai,Shreenathji 39 Anthea,Chembur,2.0,1000.0,Apartment,Ready to move,199.0
Mumbai,Ajmera Iland,Wadala,2.0,1205.0,Apartment,Under Construction,210.0
Mumbai,Ajmera Iland,Wadala,3.0,1250.0,Apartment,Under Construction,285.0
Mumbai,PNK Shanti Garden,Mira Road East,2.0,950.0,Apartment,Ready to move,86.0
Mumbai,Reputed Builder Rughani Palace,Kandivali West,3.0,1300.0,Apartment,Ready to move,275.0
Mumbai,Square Green Ocean,Malad West,2.0,1230.0,Apartment,Ready to move,160.0
Mumbai,JP Decks,Malad East,3.0,1400.0,Apartment,Ready to move,515.0
Mumbai,Choice Ambe Krupa,Ghatkopar East,2.0,1500.0,Apartment,Under Construction,145.0
Mumbai,D S 72 Marina Phase I Tierra And Torres,Kurla,2.0,1028.0,Apartment,Under Construction,128.0
Mumbai,Greenery Rock VKG Amazon,Andheri East,2.0,950.0,Apartment,Under Construction,170.0
Mumbai,Sheth Vasant Oasis,Andheri East,2.0,1250.0,Apartment,Ready to move,245.00000000000003
Mumbai,Reputed Builder Green Park,Andheri East,1.0,620.0,Apartment,Ready to move,115.0
Mumbai,Pashmina Pashmina Lake Riviera Codename P L U S H,Powai,2.0,980.0,Apartment,Under Construction,182.0
Mumbai,The Baya Gold Spot,Andheri East,1.0,650.0,Apartment,Ready to move,102.0
Mumbai,Reputed Builder Encore Apartment,Andheri West,1.0,512.0,Studio Apartment,Ready to move,91.0
Mumbai,Lodha Bellagio,Powai,3.0,1350.0,Apartment,Under Construction,280.0
Mumbai,Lodha Bellagio,Powai,4.0,1750.0,Apartment,Under Construction,430.0
Mumbai,Rhythm Serenity Heights,Andheri East,2.0,920.0,Apartment,Ready to move,185.0
Mumbai,Swaraj Homes Kamlesh Mansion,Ville Parle East,2.0,1000.0,Apartment,Ready to move,250.0
Mumbai,Ecohomes Roshni,Andheri East,1.0,567.0,Apartment,Ready to move,128.0
Mumbai,Rhythm Serenity Heights,Andheri East,3.0,1250.0,Apartment,Ready to move,233.0
Mumbai,Srishti Harmony,Powai,1.0,680.0,Apartment,Under Construction,125.0
Mumbai,Reputed Builder Powai Woods CHSL,Powai,2.0,1112.0,Apartment,Ready to move,225.0
Mumbai,Platinum Life,Andheri West,2.0,820.0,Apartment,Under Construction,220.00000000000003
Mumbai,Platinum Life,Andheri West,3.0,890.0,Apartment,Under Construction,260.0
Mumbai,Platinum Life,Andheri West,3.0,1100.0,Apartment,Under Construction,300.0
Mumbai,Mahindra Alcove Wing D And E,Powai,2.0,1112.0,Apartment,Under Construction,175.0
Mumbai,Mahindra Alcove,Andheri East,3.0,1350.0,Apartment,Under Construction,223.0
Mumbai,Lok Sarita,Andheri East,1.0,715.0,Apartment,Ready to move,105.0
Mumbai,Milan Nazareth Niketan,Andheri East,2.0,920.0,Apartment,Ready to move,185.0
Mumbai,Gurukrupa Aagam,Ghatkopar East,1.0,580.0,Apartment,Under Construction,100.0
Mumbai,Gurukrupa Aagam,Ghatkopar East,2.0,790.0,Apartment,Under Construction,170.0
Mumbai,Gurukrupa Aagam,Ghatkopar East,3.0,1100.0,Apartment,Under Construction,235.0
Mumbai,Prime Pearl Regency,Andheri West,1.0,575.0,Apartment,Under Construction,82.0
Mumbai,Reputed Builder Mount Pleasant Apartment,Bandra West,2.0,1050.0,Apartment,Ready to move,500.0
Mumbai,RNA NG Royal Park,Kanjurmarg,3.0,999.0,Apartment,Ready to move,170.0
Mumbai,RNA NG Royal Park,Kanjurmarg,3.0,1400.0,Apartment,Ready to move,171.0
Mumbai,RNA NG Royal Park,Kanjurmarg,3.0,1400.0,Apartment,Ready to move,173.0
Mumbai,Godrej Tranquil,Kandivali East,1.0,510.0,Apartment,Ready to move,99.0
Mumbai,Godrej Tranquil,Kandivali East,1.0,510.0,Apartment,Ready to move,98.0
Mumbai,Godrej Tranquil,Kandivali East,1.0,510.0,Apartment,Ready to move,98.5
Mumbai,Acres Espacer,Malad West,1.0,690.0,Apartment,Under Construction,97.0
Mumbai,Lodha Codename Crown Jewel,Thane West,1.0,560.0,Apartment,Under Construction,88.0
Mumbai,Lodha Amara 3 Bhk With Deck,Thane West,3.0,1150.0,Apartment,Under Construction,201.0
Mumbai,Lodha Amara 3 Bhk With Deck,Thane West,2.0,850.0,Apartment,Under Construction,141.0
Mumbai,Dotom Blumen,Vikhroli,1.0,602.0,Apartment,Under Construction,96.0
Mumbai,K Raheja Vistas,Powai,3.0,1500.0,Apartment,Ready to move,350.0
Mumbai,Hiranandani Eagleridge Wing A,Thane West,3.0,1280.0,Apartment,Ready to move,242.0
Mumbai,Sheth Avalon,Thane West,2.0,1100.0,Apartment,Ready to move,168.0
Mumbai,Lodha Casa Royale,Thane West,4.0,1584.0,Apartment,Ready to move,151.0
Mumbai,Lodha Casa Ultima,Thane West,1.0,585.0,Apartment,Ready to move,72.0
Mumbai,Reputed Builder Eden Woods Complex,Thane West,2.0,950.0,Apartment,Ready to move,111.0
Mumbai,Reputed Builder Eden Woods Complex,Thane West,2.0,950.0,Apartment,Ready to move,110.0
Mumbai,Rosa Oasis,Thane West,2.0,950.0,Apartment,Ready to move,102.0
Mumbai,Vijay Enclave,Thane West,4.0,1400.0,Apartment,Ready to move,121.0
Mumbai,Vijay Enclave,Thane West,4.0,1450.0,Apartment,Ready to move,120.0
Mumbai,Siddhi Highland Haven,Thane West,2.0,900.0,Apartment,Ready to move,93.0
Mumbai,Lodha Splendora,Thane West,3.0,1150.0,Apartment,Ready to move,95.0
Mumbai,Dosti West County,Thane West,2.0,800.0,Apartment,Ready to move,84.0
Mumbai,Dosti West County,Thane West,2.0,800.0,Apartment,Ready to move,83.5
Mumbai,Kalpataru Sunrise,Thane West,2.0,880.0,Apartment,Ready to move,98.0
Mumbai,Prescon Prestige Residency,Thane West,2.0,850.0,Apartment,Ready to move,76.5
Mumbai,Reputed Builder Parmar Building,Ville Parle East,1.0,500.0,Apartment,Ready to move,175.0
Mumbai,Kanakia Kanakia Sevens,Andheri East,2.0,1142.0,Apartment,Ready to move,220.00000000000003
Mumbai,Sheth Vasant Oasis Daffodil Bldg 7,Andheri East,2.0,1000.0,Apartment,Ready to move,240.0
Mumbai,Sheth Vasant Oasis Zinnia Bldg 17,Andheri East,3.0,1128.0,Apartment,Ready to move,300.0
Mumbai,Prestige Jasdan Classic,Byculla,4.0,2460.0,Apartment,Under Construction,1040.0
Mumbai,Prestige Jasdan Classic,Byculla,3.0,1900.0,Apartment,Under Construction,850.0
Mumbai,Navkarmik Shiv Lilam,Borivali East,1.0,595.0,Apartment,Under Construction,81.0
Mumbai,Lalani Velentine Apartment 1 Wing D,Malad East,1.0,635.0,Apartment,Under Construction,87.0
Mumbai,Velentine Apartment 1 Wing D,Malad East,2.0,975.0,Apartment,Under Construction,135.0
Mumbai,Yogsiddhi Sumukh Hills,Kandivali East,1.0,700.0,Apartment,Ready to move,94.0
Mumbai,Kaustubh Sun And Moon Chs Ltd Bldg No 12 And 13,Borivali East,2.0,1050.0,Apartment,Under Construction,165.0
Mumbai,Om Shree Tirupati Balaji Tirupati Pooja,Bhayandar East,1.0,760.0,Apartment,Under Construction,63.0
Mumbai,Dimples 19 North,Kandivali West,1.0,529.0,Apartment,Under Construction,77.0
Mumbai,L And T Elixir Reserve,Powai,2.0,1145.0,Apartment,Under Construction,214.0
Mumbai,L And T Elixir Reserve,Powai,2.0,1375.0,Apartment,Under Construction,247.00000000000003
Mumbai,Sheth Vasant Oasis Daisy Bldg 18,Andheri East,2.0,1338.0,Apartment,Ready to move,220.00000000000003
Mumbai,Valencia And Mishal One Marina,Marine Lines,3.0,2343.0,Apartment,Under Construction,770.0
Mumbai,Godrej Nest,Kandivali East,3.0,1420.0,Apartment,Under Construction,205.0
Mumbai,Parinee Essence,Kandivali West,1.0,693.0,Apartment,Ready to move,88.0
Mumbai,Raj Heritage,Mira Road East,2.0,1107.0,Apartment,Under Construction,88.56
Mumbai,Shapoorji Pallonji Vicinia,Powai,4.0,2715.0,Apartment,Under Construction,485.0
Mumbai,Sanghvi Sanghvi S3 Ecocity Woods,Mira Road East,2.0,1005.0,Apartment,Under Construction,98.0
Mumbai,Valencia And Mishal One Marina,Marine Lines,2.0,1432.0,Apartment,Under Construction,480.0
Mumbai,Blue Noir Satra One,Goregaon West,2.0,992.0,Apartment,Under Construction,150.0
Mumbai,Blue Noir Satra One,Goregaon West,2.0,1025.0,Apartment,Under Construction,150.0
Mumbai,Raj Akshay,Mira Road East,2.0,1071.0,Apartment,Under Construction,85.68
Mumbai,Godrej Nest,Kandivali East,1.0,706.0,Apartment,Under Construction,105.0
Mumbai,Godrej Nest,Kandivali East,2.0,1000.0,Apartment,Under Construction,150.0
Mumbai,Lodha Lodha Codename Never Before,Malad West,3.0,1731.0,Apartment,Under Construction,265.0
Mumbai,Rajputana Kamala CHS Ltd,Kandivali West,3.0,1561.0,Apartment,Under Construction,196.0
Mumbai,Lak And Hanware The Residency Tower,Andheri West,1.0,561.0,Apartment,Ready to move,95.0
Mumbai,Reputed Builder Corolla Jewel Apartment,Andheri East,2.0,1450.0,Apartment,Ready to move,130.0
Mumbai,Delta Right Delta House,Goregaon East,1.0,700.0,Apartment,Under Construction,86.0
Mumbai,Reputed Builder Gokul Tower,Kandivali East,1.0,650.0,Apartment,Ready to move,84.0
Mumbai,Reputed Builder Amar Apartments,Kandivali East,1.0,650.0,Apartment,Ready to move,85.0
Mumbai,Veena Saaz,Kandivali East,2.0,1250.0,Apartment,Ready to move,225.0
Mumbai,Shraddha Prestige,Vikhroli,1.0,420.0,Apartment,Ready to move,75.0
Mumbai,Shraddha Pinnacle,Vikhroli,1.0,410.0,Apartment,Ready to move,80.0
Mumbai,Shraddha Pride,Vikhroli,2.0,600.0,Apartment,Ready to move,120.0
Mumbai,Shraddha Pinnacle,Vikhroli,2.0,650.0,Apartment,Ready to move,125.0
Mumbai,Shraddha Prestige,Vikhroli,2.0,600.0,Apartment,Ready to move,130.0
Mumbai,Lalani Grandeur,Malad East,3.0,1450.0,Apartment,Ready to move,240.0
Mumbai,Madhav Palacia Phase II,Thane West,2.0,860.0,Apartment,Ready to move,87.0
Mumbai,Tata Serein Phase 1,Thane West,2.0,1200.0,Apartment,Ready to move,175.0
Mumbai,Vijay Orovia Phase 1,Thane West,1.0,780.0,Apartment,Ready to move,75.0
Mumbai,Lodha Codename Crown Jewel,Thane West,1.0,750.0,Apartment,Ready to move,72.0
Mumbai,Larkins Pride Palms,Thane West,2.0,980.0,Apartment,Ready to move,105.0
Mumbai,Swaraj Homes Suresh Park CHS,Thane West,3.0,1600.0,Apartment,Ready to move,140.0
Mumbai,Lodha Kolshet Plot A Tower J,Thane West,2.0,1050.0,Apartment,Ready to move,102.0
Mumbai,Hubtown Greenwoods,Thane West,2.0,900.0,Apartment,Ready to move,92.0
Mumbai,Siddhi Highland Springs B4 A Wing,Thane West,2.0,1000.0,Apartment,Under Construction,110.0
Mumbai,Runwal Garden City,Thane West,3.0,1250.0,Apartment,Ready to move,145.0
Mumbai,Rosa Bella,Thane West,3.0,1430.0,Apartment,Ready to move,160.0
Mumbai,Reputed Builder Garden Estate,Thane West,2.0,965.0,Apartment,Ready to move,102.0
Mumbai,Shree Saibaba Ashok Nagar,Thane West,2.0,969.0,Apartment,Ready to move,87.95
Mumbai,Prescon Prestige Residency,Thane West,2.0,869.0,Apartment,Ready to move,77.0
Mumbai,RNA NG Regency,Thane West,2.0,960.0,Apartment,Ready to move,68.51
Mumbai,Lodha Paradise,Thane West,2.0,900.0,Apartment,Ready to move,97.0
Mumbai,Shree Saibaba Ashok Nagar,Thane West,1.0,670.0,Apartment,Ready to move,65.0
Mumbai,Lakhani Empire Towers,Thane West,3.0,1500.0,Apartment,Under Construction,299.0
Mumbai,Hiranandani Meadows,Thane West,3.0,1290.0,Apartment,Ready to move,178.0
Mumbai,Runwal Garden City,Thane West,2.0,820.0,Apartment,Ready to move,85.0
Mumbai,Ashar Edge,Thane West,2.0,1000.0,Apartment,Ready to move,150.0
Mumbai,Kanakia Niharika,Thane West,2.0,1030.0,Apartment,Ready to move,116.0
Mumbai,Cosmos Cosmopolis,Andheri West,3.0,1600.0,Apartment,Ready to move,400.0
Mumbai,Adityaraj Royale,Vikhroli,1.0,555.0,Apartment,Ready to move,75.0
Mumbai,South Field Gravity,Bhandup East,2.0,500.0,Apartment,Ready to move,99.0
Mumbai,South Field Gravity,Bhandup East,1.0,545.0,Apartment,Ready to move,66.0
Mumbai,South Field Gravity,Bhandup East,2.0,777.0,Apartment,Ready to move,110.0
Mumbai,South Field Gravity,Bhandup East,1.0,444.0,Apartment,Ready to move,65.0
Mumbai,Vaibhavlaxmi Olympus,Vikhroli,1.0,888.0,Apartment,Ready to move,75.0
Mumbai,Vaibhavlaxmi Olympus,Vikhroli,1.0,555.0,Apartment,Ready to move,72.0
Mumbai,Vaibhavlaxmi Olympus,Vikhroli,1.0,555.0,Apartment,Ready to move,70.0
Mumbai,Romell Diva,Malad West,2.0,1150.0,Apartment,Ready to move,195.0
Mumbai,Wadhwa Anmol Fortune ,Goregaon West,3.0,1050.0,Apartment,Ready to move,290.0
Mumbai,Arkade Prime,Andheri East,1.0,552.0,Apartment,Ready to move,110.0
Mumbai,HDIL Dreams Tower,Bhandup West,1.0,555.0,Apartment,Ready to move,95.0
Mumbai,Arkade Prime,Andheri East,2.0,765.0,Apartment,Ready to move,149.0
Mumbai,Starwing Kaatyayni Heights,Andheri East,2.0,898.0,Apartment,Ready to move,199.0
Mumbai,Larkins Pride Palms,Thane West,3.0,1360.0,Apartment,Ready to move,170.0
Mumbai,Lodha Majiwada Tower 1,Thane West,2.0,860.0,Apartment,Ready to move,120.0
Mumbai,Cosmos Habitate,Thane West,2.0,860.0,Apartment,Ready to move,135.0
Mumbai,Lodha Codename Crown Jewel,Thane West,2.0,810.0,Apartment,Ready to move,86.0
Mumbai,Siddhi Highland Park,Thane West,1.0,610.0,Apartment,Ready to move,75.0
Mumbai,Lodha Codename Crown Jewel,Thane West,2.0,860.0,Apartment,Ready to move,105.0
Mumbai,Dosti Desire Dosti Pearl,Thane West,2.0,920.0,Apartment,Ready to move,117.0
Mumbai,Kalpataru Sunrise,Thane West,2.0,750.0,Apartment,Ready to move,98.0
Mumbai,Siddhi Highland Gardens,Thane West,2.0,870.0,Apartment,Ready to move,120.0
Mumbai,Dosti West County,Thane West,1.0,680.0,Apartment,Ready to move,100.0
Mumbai,Wadhwa Solitaire,Thane West,1.0,610.0,Apartment,Ready to move,77.0
Mumbai,Dosti West County,Thane West,2.0,910.0,Apartment,Ready to move,113.0
Mumbai,Dosti West County,Thane West,2.0,830.0,Apartment,Ready to move,94.0
Mumbai,Shree Tirupati Siddeshwar Gardens,Thane West,2.0,810.0,Apartment,Ready to move,95.0
Mumbai,Runwal Garden City,Thane West,2.0,860.0,Apartment,Ready to move,105.0
Mumbai,Runwal Garden City,Thane West,2.0,850.0,Apartment,Ready to move,98.0
Mumbai,Runwal Garden City,Thane West,2.0,930.0,Apartment,Ready to move,130.0
Mumbai,Marathon Marathon Nexzone,Panvel,2.0,1050.0,Apartment,Ready to move,76.0
Mumbai,Marathon Marathon Nexzone,Panvel,1.0,650.0,Apartment,Under Construction,45.0
Mumbai,Jindal Avenue,Panvel,1.0,630.0,Apartment,Under Construction,45.5
Mumbai,Omkar The Pearl,Panvel,1.0,700.0,Apartment,Ready to move,31.0
Mumbai,Lakhani LA Riveria,Panvel,2.0,1204.0,Apartment,Ready to move,85.0
Mumbai,Priyal Govind Harmony,Panvel,2.0,1100.0,Apartment,Ready to move,80.0
Mumbai,Neelsidhi Garden,Panvel,2.0,1140.0,Apartment,Ready to move,90.0
Mumbai,Marathon Marathon Nexzone,Panvel,2.0,1100.0,Apartment,Ready to move,80.0
Mumbai,Moraj Riverside Park,Panvel,2.0,800.0,Apartment,Ready to move,62.0
Mumbai,Marathon Nexzone Acrux 1,Panvel,2.0,1100.0,Apartment,Ready to move,85.0
Mumbai,Moraj Riverside Park,Panvel,2.0,900.0,Apartment,Ready to move,57.0
Mumbai,Paradise Sai World City,Panvel,2.0,1415.0,Apartment,Under Construction,125.0
Mumbai,Satyam Prestige,Karanjade,2.0,1100.0,Apartment,Ready to move,70.0
Mumbai,MP Balaji Aangan,Panvel,2.0,1150.0,Apartment,Ready to move,111.0
Mumbai,Rutu Estate,Thane West,1.0,630.0,Apartment,Ready to move,63.5
Mumbai,Cosmos Classique,Thane West,2.0,860.0,Apartment,Ready to move,110.0
Mumbai,Runwal Pearl Apartments,Thane West,1.0,560.0,Apartment,Ready to move,69.0
Mumbai,Lodha Codename Crown Jewel,Thane West,1.0,600.0,Apartment,Ready to move,68.0
Mumbai,Rustomjee Crown Phase 1,Prabhadevi,4.0,2500.0,Apartment,Under Construction,1350.0
Mumbai,Rustomjee Crown Phase 2,Prabhadevi,3.0,1335.0,Apartment,Under Construction,850.0
Mumbai,Rustomjee Crown Phase 2,Prabhadevi,4.0,1700.0,Apartment,Under Construction,1300.0
Mumbai,Peninsula Celestia Spaces,Sewri,3.0,1468.0,Apartment,Under Construction,630.0
Mumbai,Peninsula Celestia Spaces,Sewri,3.0,1233.0,Apartment,Under Construction,530.0
Mumbai,Peninsula Celestia Spaces,Sewri,2.0,866.0,Apartment,Under Construction,378.0
Mumbai,Goodtime Real Estate Development Salsette 27,Byculla,2.0,798.0,Apartment,Under Construction,490.00000000000006
Mumbai,Siddhi Highland Gardens,Thane West,2.0,980.0,Apartment,Ready to move,130.0
Mumbai,Air View Apartment,Ville Parle East,3.0,1450.0,Apartment,Ready to move,425.0
Mumbai,Rustomjee Uptown Urbania,Thane West,3.0,1114.0,Apartment,Under Construction,217.0
Mumbai,Piramal Mahalaxmi North Tower 3,Mahalaxmi,2.0,784.0,Apartment,Under Construction,478.0
Mumbai,Piramal Mahalaxmi Central Tower 2,Mahalaxmi,3.0,1048.0,Apartment,Under Construction,732.0
Mumbai,Piramal Mahalaxmi,Mahalaxmi,3.0,1378.0,Apartment,Under Construction,910.0
Mumbai,Piramal Mahalaxmi North Tower 3,Mahalaxmi,2.0,762.0,Apartment,Under Construction,407.0
Mumbai,Piramal Mahalaxmi North Tower 3,Mahalaxmi,3.0,1138.0,Apartment,Under Construction,731.0
Mumbai,Bombay Island City Center,Dadar East,3.0,1956.0,Apartment,Ready to move,667.0
Mumbai,Bombay Island City Center,Dadar East,3.0,1976.0,Apartment,Ready to move,739.0
Mumbai,Rustomjee Uptown Urbania,Thane West,3.0,910.0,Apartment,Under Construction,185.0
Mumbai,Rustomjee Uptown Urbania,Thane West,1.0,481.0,Apartment,Under Construction,98.0
Mumbai,Rustomjee Uptown Urbania,Thane West,2.0,670.0,Apartment,Under Construction,132.0
Mumbai,Rustomjee Crown Phase 1,Prabhadevi,4.0,2132.0,Apartment,Under Construction,1290.0
Mumbai,K Raheja Heights,Malad East,2.0,1150.0,Apartment,Ready to move,201.0
Mumbai,Avant Hillway,Goregaon East,2.0,825.0,Apartment,Under Construction,151.0
Mumbai,Sai Samriddhi,Vasai,1.0,645.0,Apartment,Under Construction,35.25
Mumbai,Rajhans Rajhans Kshitij Iris Wing E F G,Vasai,1.0,700.0,Apartment,Ready to move,45.0
Mumbai,Shree Karma Heights,Vasai,1.0,473.0,Apartment,Under Construction,37.37
Mumbai,Bharat Shivsai Paradise,Thane West,2.0,950.0,Apartment,Ready to move,112.0
Mumbai,Piramal Aranya,Byculla,2.0,850.0,Apartment,Under Construction,360.0
Mumbai,Piramal Aranya,Byculla,3.0,1570.0,Apartment,Ready to move,575.0
Mumbai,Piramal Aranya,Byculla,3.0,1720.0,Apartment,Ready to move,650.0
Mumbai,Lakhani LA Riveria,Panvel,2.0,1150.0,Apartment,Ready to move,120.0
Mumbai,Reputed Builder Hill Crest,Andheri East,2.0,1132.0,Apartment,Ready to move,180.0
Mumbai,L And T 77 Crossroads,Ghatkopar East,1.0,750.0,Apartment,Ready to move,123.0
Mumbai,Lodha Bel Air,Jogeshwari West,3.0,1017.0,Apartment,Under Construction,350.0
Mumbai,Runwal Avenue,Kanjurmarg,1.0,424.0,Apartment,Under Construction,105.0
Mumbai,Lodha Vista,Lower Parel,3.0,1470.0,Apartment,Under Construction,780.0
Mumbai,Reputed Builder The world tower,Lower Parel,3.0,1700.0,Apartment,Ready to move,970.0
Mumbai,Reputed Builder The world tower,Lower Parel,4.0,2000.0,Apartment,Ready to move,1100.0
Mumbai,Reputed Builder The world tower,Lower Parel,4.0,4107.0,Apartment,Ready to move,2200.0
Mumbai,Lodha Kiara,Worli,3.0,1197.0,Apartment,Ready to move,752.0
Mumbai,Lodha Kiara,Worli,4.0,1702.0,Apartment,Ready to move,1006.0
Mumbai,Lodha Eternis,Andheri East,2.0,657.0,Apartment,Under Construction,240.0
Mumbai,Lodha Eternis,Andheri East,3.0,937.0,Apartment,Under Construction,330.0
Mumbai,Lodha Bel Air,Jogeshwari West,2.0,744.0,Apartment,Ready to move,250.0
Mumbai,Lodha Bel Air,Jogeshwari West,3.0,1017.0,Apartment,Ready to move,400.0
Mumbai,Piramal Aranya,Byculla,3.0,1419.0,Apartment,Under Construction,744.0
Mumbai,Piramal Aranya,Byculla,4.0,2075.0,Apartment,Under Construction,1084.0
Mumbai,Piramal Aranya,Byculla,4.0,2840.0,Apartment,Under Construction,1501.0
Mumbai,Piramal Aranya,Byculla,2.0,764.0,Apartment,Under Construction,484.0
Mumbai,Rustomjee Uptown Urbania,Thane West,2.0,633.0,Apartment,Under Construction,128.0
Mumbai,Piramal Mahalaxmi North Tower 3,Mahalaxmi,3.0,1450.0,Apartment,Under Construction,964.0
Mumbai,Ornate Ornate Height,Vasai,1.0,700.0,Apartment,Under Construction,42.5
Mumbai,Ajmera Greenfinity,Wadala,1.0,500.0,Apartment,Ready to move,106.0
Mumbai,Ajmera Greenfinity,Wadala,1.0,500.0,Apartment,Ready to move,99.0
Mumbai,Atul Blue Monarch,Andheri East,1.0,650.0,Apartment,Ready to move,145.0
Mumbai,Sheth Vasant Sagar,Kandivali East,1.0,575.0,Apartment,Ready to move,100.0
Mumbai,Godrej The Trees,Vikhroli,5.0,3520.0,Apartment,Ready to move,1400.0
Mumbai,Siroya Level The Residences,Jogeshwari West,2.0,950.0,Apartment,Ready to move,210.0
Mumbai,Kalpataru Riverside,Panvel,6.0,2598.0,Apartment,Ready to move,310.0
Mumbai,Marathon Marathon Nexzone,Panvel,2.0,900.0,Apartment,Ready to move,59.0
Mumbai,Anmol Planet,Kharghar,3.0,1550.0,Apartment,Ready to move,135.0
Mumbai,Reputed Builder Manavsthal Height,Andheri East,2.0,1050.0,Apartment,Ready to move,185.0
Mumbai,Crescent Residency,Andheri East,2.0,850.0,Apartment,Ready to move,150.0
Mumbai,Kanakia Rainforest,Andheri East,4.0,1800.0,Apartment,Ready to move,325.0
Mumbai,Reputed Builder Ashok Nagar Number D 4,Andheri East,2.0,850.0,Apartment,Ready to move,125.0
Mumbai,Greenery Rock VKG Amazon,Andheri East,1.0,750.0,Apartment,Under Construction,120.0
Mumbai,Hiranandani Zen Atlantis,Powai,1.0,652.0,Apartment,Ready to move,135.0
Mumbai,Halai Riverdale Marol,Andheri East,2.0,915.0,Apartment,Ready to move,165.0
Mumbai,Reputed Builder Sneha Sarovar,Andheri East,2.0,960.0,Apartment,Ready to move,167.0
Mumbai,Lodha Bellagio,Powai,2.0,1250.0,Apartment,Under Construction,239.0
Mumbai,Atul Trans Residency,Andheri East,2.0,790.0,Apartment,Ready to move,150.0
Mumbai,Satyam Peace Of Mind,Kharghar,3.0,1500.0,Apartment,Under Construction,150.0
Mumbai,Satyam Peace Of Mind,Kharghar,2.0,900.0,Apartment,Under Construction,100.0
Mumbai,Lodha Woods,Kandivali East,3.0,1350.0,Apartment,Under Construction,306.0
Mumbai,Ruparel Mumbai XL,Kandivali West,2.0,1050.0,Apartment,Ready to move,165.0
Mumbai,Reputed Builder Ashish CHS,Malad West,3.0,1000.0,Apartment,Ready to move,208.0
Mumbai,Hiranandani Castalia,Kandivali West,2.0,1050.0,Apartment,Ready to move,250.0
Mumbai,UK Iridium,Kandivali East,1.0,526.0,Apartment,Ready to move,83.0
Mumbai,Shree Sai Shweta Heights,Mira Road East,1.0,560.0,Apartment,Ready to move,64.0
Mumbai,RGS Nest 2 Phase 2,Neral,2.0,800.0,Villa,Under Construction,37.0
Mumbai,Reputed Builder Mini Nagar,Dahisar,1.0,600.0,Apartment,Ready to move,75.0
Mumbai,Alamdar Raj Heights,Sion,1.0,560.0,Apartment,Ready to move,120.0
Mumbai,Kanakia Rainforest,Andheri East,4.0,1250.0,Apartment,Ready to move,380.0
Mumbai,Provident Palmvista,Shil Phata,3.0,1200.0,Apartment,Under Construction,78.0
Mumbai,Provident Palmvista,Shil Phata,2.0,1150.0,Apartment,Under Construction,77.0
Mumbai,Provident Palmvista,Shil Phata,1.0,600.0,Apartment,Under Construction,40.0
Mumbai,Kanakia Kanakia Sevens,Andheri East,2.0,1358.0,Apartment,Under Construction,188.0
Mumbai,Kanakia Kanakia Sevens,Andheri East,1.0,838.0,Apartment,Under Construction,145.0
Mumbai,Reputed Builder Manavsthal Height,Andheri East,1.0,640.0,Apartment,Ready to move,120.0
Mumbai,Reputed Builder Ashok Nagar Complex,Andheri East,2.0,890.0,Apartment,Ready to move,150.0
Mumbai,Reputed Builder Ashok Nagar Number D 4,Andheri East,2.0,950.0,Apartment,Ready to move,140.0
Mumbai,Kanakia Rainforest,Andheri East,2.0,900.0,Apartment,Ready to move,185.0
Mumbai,Imperial Vista,Ulwe,4.0,2153.0,Apartment,Ready to move,112.0
Mumbai,Elite Vista,Bandra West,3.0,1544.0,Apartment,Ready to move,72.0
Mumbai,Rajhans Rajhans Seasons,Vasai,1.0,635.0,Apartment,Ready to move,45.0
Mumbai,Sanghvi Sanghvi S3 Ecocity Woods,Mira Road East,2.0,1306.0,Apartment,Under Construction,104.0
Mumbai,Sanghvi Ecocity Phase 3,Mira Road East,1.0,683.0,Apartment,Under Construction,65.0
Mumbai,Shree Naman Premier,Andheri East,1.0,771.0,Apartment,Under Construction,140.0
Mumbai,Sethia Marine View,Borivali West,1.0,677.0,Apartment,Under Construction,89.0
Mumbai,Veena Senterio,Chembur,2.0,900.0,Apartment,Under Construction,145.0
Mumbai,Veena Senterio,Chembur,1.0,500.0,Apartment,Under Construction,100.0
Mumbai,Ajmera Greenfinity,Wadala,2.0,800.0,Apartment,Ready to move,142.0
Mumbai,Ajmera Greenfinity,Wadala,2.0,750.0,Apartment,Ready to move,135.0
Mumbai,Atul Blue Monarch,Andheri East,1.0,720.0,Apartment,Ready to move,110.0
Mumbai,Shubh Satyam Harmony,Airoli,3.0,1500.0,Apartment,Ready to move,250.0
Mumbai,Rustomjee Crown Phase 1,Prabhadevi,5.0,3072.0,Apartment,Under Construction,1825.0
Mumbai,Amey Apartments,Andheri East,3.0,1250.0,Apartment,Under Construction,264.0
Mumbai,Amey Apartments,Andheri East,2.0,950.0,Apartment,Under Construction,194.0
Mumbai,Shanti Vallabh,Santacruz East,1.0,550.0,Apartment,Ready to move,150.0
Mumbai,Nahar Orchid Enclave,Powai,2.0,810.0,Apartment,Ready to move,165.0
Mumbai,Godrej Horizon Phase I,Wadala,2.0,920.0,Apartment,Under Construction,248.0
