city,location,region,bhk,total_sqft,property_type,availability,price
Mumbai,JP Codename Dream Home Tower B,Mira Road East,1.0,690.0,Apartment,Under Construction,63.65
Mumbai,JP Codename Dream Home Tower B,Mira Road East,1.0,678.0,Apartment,Ready to move,63.05
Mumbai,JP Codename Dream Home Tower B,Mira Road East,1.0,678.0,Apartment,Under Construction,63.0
Mumbai,JP Codename Dream Home Tower C,Mira Road East,2.0,982.0,Apartment,Ready to move,92.2
Mumbai,Sanghvi S3 Skyrise,Mira Road East,2.0,1010.0,Apartment,Ready to move,91.55
Mumbai,Sanghvi S3 Skyrise,Mira Road East,1.0,745.0,Apartment,Ready to move,69.7
Mumbai,Sanghvi S3 Skyrise,Mira Road East,1.0,745.0,Apartment,Under Construction,69.6
Mumbai,Sanghvi S3 Skyrise,Mira Road East,1.0,714.0,Apartment,Ready to move,62.4
Mumbai,JP Codename Dream Home Tower C,Mira Road East,2.0,1120.0,Apartment,Ready to move,101.0
Mumbai,Sanghvi S3 Skyrise,Mira Road East,2.0,915.0,Apartment,Ready to move,86.4
Mumbai,Sanghvi S3 Skyrise,Mira Road East,2.0,915.0,Apartment,Under Construction,86.3
Mumbai,Sanghvi S3 Skyrise,Mira Road East,2.0,1015.0,Apartment,Under Construction,91.65
Mumbai,Sanghvi S3 Skyrise,Mira Road East,2.0,1010.0,Apartment,Under Construction,91.35
Mumbai,JP Codename Dream Home Tower C,Mira Road East,3.0,1360.0,Apartment,Under Construction,119.0
Mumbai,Umiya Oasis,Mira Road East,1.0,690.0,Apartment,Under Construction,59.85
Mumbai,Jangid Indrayani,Mira Road East,3.0,1790.0,Apartment,Ready to move,162.0
Mumbai,Jangid Indrayani,Mira Road East,2.0,1310.0,Apartment,Ready to move,117.0
Mumbai,Jangid Indrayani,Mira Road East,2.0,1310.0,Apartment,Under Construction,117.0
Mumbai,Jangid Indrayani,Mira Road East,1.0,1010.0,Apartment,Under Construction,91.8
Mumbai,Unique Ivana,Mira Road East,1.0,690.0,Apartment,Ready to move,62.0
Mumbai,Umiya Oasis,Mira Road East,1.0,690.0,Apartment,Ready to move,60.5
Mumbai,Strawberry Onyx,Mira Road East,2.0,990.0,Apartment,Ready to move,80.0
Mumbai,Amar Vinay Heritage,Mira Road East,2.0,1070.0,Apartment,Ready to move,96.3
Mumbai,Amar Vinay Heritage,Mira Road East,2.0,1070.0,Apartment,Under Construction,96.15
Mumbai,Raj Heritage 2,Mira Road East,1.0,715.0,Apartment,Ready to move,64.25
Mumbai,Raj Heritage 2,Mira Road East,1.0,715.0,Apartment,Under Construction,64.2
Mumbai,Amar Vinay Heritage,Mira Road East,2.0,1050.0,Apartment,Under Construction,95.0
Mumbai,Techno Vision Vivanta Marvel,Mira Road East,2.0,1060.0,Apartment,Ready to move,97.2
Mumbai,Amar Vinay Heritage,Mira Road East,2.0,1050.0,Apartment,Under Construction,93.55
Mumbai,Techno Vision Vivanta Marvel,Mira Road East,2.0,1060.0,Apartment,Under Construction,97.0
Mumbai,Amar Vinay Heritage,Mira Road East,2.0,1040.0,Apartment,Ready to move,94.2
Mumbai,Amar Vinay Heritage,Mira Road East,2.0,1040.0,Apartment,Under Construction,93.8
Mumbai,Techno Vision Vivanta Marvel,Mira Road East,1.0,720.0,Apartment,Under Construction,57.25
Mumbai,MICL Aaradhya Highpark,Bhayandar East,1.0,710.0,Apartment,Under Construction,74.0
Mumbai,Sanghvi S3 Skyrise,Mira Road East,1.0,705.0,Apartment,Under Construction,61.0
Mumbai,JP Codename Dream Home Tower B,Mira Road East,1.0,720.0,Apartment,Under Construction,64.5
Mumbai,JP Codename Dream Home Tower C,Mira Road East,1.0,716.0,Apartment,Ready to move,63.5
Mumbai,Raj Akshay,Mira Road East,1.0,712.0,Apartment,Ready to move,61.2
Mumbai,MICL Aaradhya Highpark,Bhayandar East,1.0,690.0,Apartment,Under Construction,72.0
Mumbai,JP North Celeste,Mira Road East,2.0,1050.0,Apartment,Ready to move,98.0
Mumbai,Amar Vinay Heritage,Mira Road East,1.0,770.0,Apartment,Under Construction,69.8
Mumbai,JP North Celeste,Mira Road East,1.0,700.0,Apartment,Ready to move,68.0
Mumbai,Amar Vinay Heritage,Mira Road East,1.0,710.0,Apartment,Under Construction,65.8
Mumbai,Umiya Oasis,Mira Road East,2.0,1040.0,Apartment,Under Construction,88.0
Mumbai,Amar Vinay Heritage,Mira Road East,1.0,690.0,Apartment,Ready to move,63.5
Mumbai,Umiya Oasis,Mira Road East,1.0,690.0,Apartment,Under Construction,61.0
Mumbai,Amar Vinay Heritage,Mira Road East,1.0,690.0,Apartment,Under Construction,63.2
Mumbai,Raj Akshay,Mira Road East,2.0,1071.0,Apartment,Under Construction,89.0
Mumbai,Amar Vinay Heritage,Mira Road East,2.0,1040.0,Apartment,Ready to move,92.72
Mumbai,Amar Vinay Heritage,Mira Road East,2.0,1040.0,Apartment,Under Construction,92.52
Mumbai,Amar Vinay Heritage,Mira Road East,2.0,1100.0,Apartment,Under Construction,87.0
Mumbai,Amar Vinay Heritage,Mira Road East,2.0,930.0,Apartment,Under Construction,86.2
Mumbai,SKD Pinnacolo And Pinnacolo NX,Mira Road East,1.0,725.0,Apartment,Under Construction,63.0
Mumbai,Pramanik Walchand Paradise,Mira Road East,2.0,1100.0,Apartment,Ready to move,97.2
Mumbai,Sanghvi Ecocity Phase 3,Mira Road East,1.0,695.0,Apartment,Ready to move,67.4
Mumbai,Sanghvi Ecocity Phase 3,Mira Road East,1.0,755.0,Apartment,Ready to move,72.3
Mumbai,Sanghvi Ecocity Phase 3,Mira Road East,1.0,755.0,Apartment,Under Construction,72.0
Mumbai,Sanghvi Ecocity Phase 3,Mira Road East,1.0,765.0,Apartment,Ready to move,73.5
Mumbai,Sanghvi Ecocity Phase 3,Mira Road East,1.0,765.0,Apartment,Under Construction,73.0
Mumbai,Sanghvi Ecocity Phase 3,Mira Road East,1.0,690.0,Apartment,Ready to move,66.3
Mumbai,Sanghvi Ecocity Phase 3,Mira Road East,1.0,690.0,Apartment,Under Construction,66.0
Mumbai,Sanghvi Ecocity Phase 3,Mira Road East,1.0,785.0,Apartment,Ready to move,75.3
Mumbai,Sanghvi Ecocity Phase 3,Mira Road East,1.0,785.0,Apartment,Under Construction,75.0
Mumbai,Sanghvi Sanghvi S3 Ecocity Woods,Mira Road East,1.0,775.0,Apartment,Under Construction,73.0
Mumbai,Sanghvi S3 Skyrise,Mira Road East,2.0,1015.0,Apartment,Ready to move,92.3
Mumbai,Sanghvi S3 Skyrise,Mira Road East,2.0,1015.0,Apartment,Under Construction,92.0
Mumbai,Sanghvi S3 Skyrise,Mira Road East,2.0,1010.0,Apartment,Ready to move,91.3
Mumbai,Sanghvi S3 Skyrise,Mira Road East,2.0,1010.0,Apartment,Under Construction,91.0
Mumbai,Sanghvi S3 Skyrise,Mira Road East,2.0,915.0,Apartment,Ready to move,86.3
Mumbai,JP North Barcelona,Mira Road East,1.0,665.0,Apartment,Ready to move,64.6
Mumbai,Sanghvi S3 Skyrise,Mira Road East,2.0,915.0,Apartment,Under Construction,86.0
Mumbai,JP North Barcelona,Mira Road East,1.0,665.0,Apartment,Under Construction,64.5
Mumbai,JP Codename Dream Home Tower C,Mira Road East,2.0,982.0,Apartment,Ready to move,92.12
Mumbai,JP Codename Dream Home Tower C,Mira Road East,2.0,982.0,Apartment,Under Construction,92.02
Mumbai,JP Codename Dream Home Tower C,Mira Road East,2.0,1110.0,Apartment,Under Construction,93.74
Mumbai,JP Codename Dream Home Tower C,Mira Road East,2.0,980.0,Apartment,Ready to move,86.18
Mumbai,Swaraj Homes Moreshwar Complex CHS,Kharghar,1.0,1400.0,Apartment,Ready to move,149.0
Mumbai,JP North Celeste,Mira Road East,2.0,1050.0,Apartment,Under Construction,97.65
Mumbai,JK IRIS,Mira Road East,2.0,1000.0,Apartment,Ready to move,88.0
Mumbai,Sanghvi Sanghvi S3 Ecocity Woods,Mira Road East,1.0,755.0,Apartment,Ready to move,64.5
Mumbai,Sanghvi Sanghvi S3 Ecocity Woods,Mira Road East,1.0,755.0,Apartment,Under Construction,64.0
Mumbai,JK IRIS,Mira Road East,2.0,1000.0,Apartment,Under Construction,88.5
Mumbai,Sanghvi Sanghvi S3 Ecocity Woods,Mira Road East,1.0,765.0,Apartment,Under Construction,66.0
Mumbai,Sanghvi Sanghvi S3 Ecocity Woods,Mira Road East,1.0,690.0,Apartment,Under Construction,58.5
Mumbai,Sanghvi Sanghvi S3 Ecocity Woods,Mira Road East,1.0,785.0,Apartment,Ready to move,67.5
Mumbai,Umiya Oasis,Mira Road East,2.0,1040.0,Apartment,Under Construction,89.5
Mumbai,JP Codename Dream Home Tower B,Mira Road East,1.0,710.0,Apartment,Under Construction,71.25
Mumbai,Sanghvi Sanghvi S3 Ecocity Woods,Mira Road East,1.0,785.0,Apartment,Under Construction,67.0
Mumbai,Umiya Oasis,Mira Road East,1.0,700.0,Apartment,Under Construction,60.0
Mumbai,Sanghvi S3 Skyrise,Mira Road East,1.0,745.0,Apartment,Under Construction,69.0
Mumbai,Sanghvi Sanghvi S3 Ecocity Woods,Mira Road East,1.0,775.0,Apartment,Ready to move,64.5
Mumbai,JP Codename HOTCAKE,Mira Road East,1.0,690.0,Apartment,Ready to move,61.0
Mumbai,Sanghvi Sanghvi S3 Ecocity Woods,Mira Road East,1.0,775.0,Apartment,Under Construction,64.0
Mumbai,JP Codename HOTCAKE,Mira Road East,1.0,690.0,Apartment,Under Construction,60.5
Mumbai,Sanghvi S3 Skyrise,Mira Road East,1.0,690.0,Apartment,Ready to move,65.3
Mumbai,JP JP North Phase 5 Euphoria,Mira Road East,3.0,1350.0,Apartment,Ready to move,137.0
Mumbai,Sanghvi S3 Skyrise,Mira Road East,1.0,690.0,Apartment,Under Construction,65.0
Mumbai,JP JP North Phase 5 Euphoria,Mira Road East,3.0,1350.0,Apartment,Under Construction,135.0
Mumbai,Sanghvi S3 Skyrise,Mira Road East,1.0,710.0,Apartment,Ready to move,62.2
Mumbai,JP JP North Phase 5 Euphoria,Mira Road East,2.0,995.0,Apartment,Under Construction,105.0
Mumbai,JP North Phase 6 Alexa,Mira Road East,1.0,710.0,Apartment,Ready to move,67.0
Mumbai,JP Codename Dream Home Tower B,Mira Road East,1.0,730.0,Apartment,Under Construction,68.0
Mumbai,Sanghvi S3 Skyrise,Mira Road East,1.0,710.0,Apartment,Under Construction,61.8
Mumbai,Raj Akshay,Mira Road East,2.0,1040.0,Apartment,Under Construction,91.2
Mumbai,Unique Ivana,Mira Road East,2.0,1040.0,Apartment,Under Construction,92.5
Mumbai,RNA NG NG Diamond Hill B Phase I,Bhayandar East,2.0,1050.0,Apartment,Under Construction,88.0
Mumbai,RNA NG Ocean Pearl,Mira Road East,1.0,710.0,Apartment,Under Construction,60.0
Mumbai,RNA NG N G Diamond Hill D Phase II,Mira Road East,1.0,710.0,Apartment,Under Construction,60.0
Mumbai,Unique Ivana,Mira Road East,1.0,700.0,Apartment,Under Construction,60.0
Mumbai,Strawberry The Address,Mira Road East,1.0,730.0,Apartment,Under Construction,66.0
Mumbai,Sonam Indra Neel,Bhayandar East,3.0,1850.0,Apartment,Under Construction,215.0
Mumbai,Sonam Indra Neel,Bhayandar East,1.0,1250.0,Apartment,Ready to move,137.0
Mumbai,Sonam Indra Neel,Bhayandar East,1.0,1250.0,Apartment,Under Construction,137.0
Mumbai,Jangid Indrayani,Mira Road East,2.0,1120.0,Apartment,Ready to move,106.0
Mumbai,Jangid Indrayani,Mira Road East,2.0,1120.0,Apartment,Under Construction,106.0
Mumbai,Jangid Indrayani,Mira Road East,3.0,1360.0,Apartment,Ready to move,162.0
Mumbai,Jangid Indrayani,Mira Road East,3.0,1360.0,Apartment,Under Construction,162.0
Mumbai,Jangid Indrayani,Mira Road East,3.0,1330.0,Apartment,Ready to move,142.0
Mumbai,JP North Barcelona,Mira Road East,1.0,715.0,Apartment,Ready to move,72.5
Mumbai,JP North Barcelona Wing D,Mira Road East,3.0,1450.0,Apartment,Ready to move,156.0
Mumbai,JP North Barcelona Wing D,Mira Road East,3.0,1450.0,Apartment,Under Construction,155.0
Mumbai,JP North Barcelona Wing D,Mira Road East,3.0,1350.0,Apartment,Ready to move,146.0
Mumbai,JP North Barcelona Wing D,Mira Road East,3.0,1350.0,Apartment,Under Construction,144.0
Mumbai,JP North Barcelona Wing D,Mira Road East,2.0,1100.0,Apartment,Under Construction,120.0
Mumbai,JP North Barcelona,Mira Road East,1.0,715.0,Apartment,Under Construction,72.0
Mumbai,JP Codename Dream Home Tower C,Mira Road East,2.0,1000.0,Apartment,Ready to move,86.0
Mumbai,Shree Ramdev Heights,Mira Road East,1.0,690.0,Apartment,Under Construction,58.0
Mumbai,SKD Pinnacolo NX,Mira Road East,1.0,720.0,Apartment,Under Construction,63.0
Mumbai,JP North Barcelona,Mira Road East,1.0,630.0,Apartment,Under Construction,64.5
Mumbai,JK IRIS,Mira Road East,2.0,1000.0,Apartment,Under Construction,88.0
Mumbai,JP Codename Dream Home Tower B,Mira Road East,2.0,990.0,Apartment,Under Construction,81.0
Mumbai,MICL Aradhya D And E Tower,Bhayandar East,1.0,710.0,Apartment,Under Construction,69.0
Mumbai,JK IRIS,Mira Road East,2.0,975.0,Apartment,Ready to move,87.5
Mumbai,JP Codename Dream Home Tower C,Mira Road East,2.0,950.0,Apartment,Under Construction,78.5
Mumbai,JK IRIS,Mira Road East,2.0,975.0,Apartment,Under Construction,87.0
Mumbai,JP Codename Dream Home Tower C,Mira Road East,1.0,745.0,Apartment,Ready to move,65.5
Mumbai,Lodha Mira Road Project 1,Mira Road East,2.0,995.0,Apartment,Ready to move,83.5
Mumbai,Lodha Mira Road Project 1,Mira Road East,2.0,995.0,Apartment,Under Construction,83.0
Mumbai,JP Codename Dream Home Tower C,Mira Road East,1.0,745.0,Apartment,Under Construction,65.0
Mumbai,JP Codename Dream Home Tower C,Mira Road East,2.0,1060.0,Apartment,Under Construction,80.0
Mumbai,City Home Dream City,Taloja,1.0,735.0,Apartment,Ready to move,62.5
Mumbai,JP Codename Dream Home Tower C,Mira Road East,1.0,755.0,Apartment,Under Construction,66.5
Mumbai,JP Codename Dream Home Tower C,Mira Road East,1.0,730.0,Apartment,Under Construction,61.0
Mumbai,JP Codename Dream Home Tower C,Mira Road East,1.0,745.0,Apartment,Ready to move,64.5
Mumbai,JP Codename Dream Home Tower C,Mira Road East,1.0,745.0,Apartment,Under Construction,64.0
Mumbai,JP Codename Dream Home Tower C,Mira Road East,1.0,720.0,Apartment,Ready to move,62.0
Mumbai,JP Codename Dream Home Tower C,Mira Road East,1.0,735.0,Apartment,Ready to move,63.5
Mumbai,JP Codename Dream Home Tower C,Mira Road East,1.0,720.0,Apartment,Under Construction,61.5
Mumbai,JP Codename Dream Home Tower C,Mira Road East,1.0,735.0,Apartment,Under Construction,63.0
Mumbai,JP Codename Dream Home Tower C,Mira Road East,1.0,710.0,Apartment,Ready to move,60.8
Mumbai,JP Codename Dream Home Tower C,Mira Road East,1.0,710.0,Apartment,Under Construction,61.0
Mumbai,JP Codename Dream Home Tower C,Mira Road East,1.0,700.0,Apartment,Under Construction,60.0
Mumbai,Sanghvi S3 Skyrise,Mira Road East,1.0,710.0,Apartment,Ready to move,60.5
Mumbai,JP North Barcelona,Mira Road East,2.0,1010.0,Apartment,Under Construction,109.0
Mumbai,JP Codename Dream Home Tower B,Mira Road East,1.0,700.0,Apartment,Ready to move,61.0
Mumbai,JP Codename Dream Home Tower B,Mira Road East,1.0,700.0,Apartment,Under Construction,60.5
Mumbai,Sanghvi S3 Skyrise,Mira Road East,1.0,620.0,Apartment,Ready to move,53.5
Mumbai,JP North Phase 6 Alexa,Mira Road East,1.0,710.0,Apartment,Under Construction,67.5
Mumbai,JP North Phase 6 Alexa,Mira Road East,1.0,720.0,Apartment,Ready to move,65.5
Mumbai,Amar Vinay Heritage,Mira Road East,2.0,1070.0,Apartment,Under Construction,96.0
Mumbai,JP North Phase 6 Alexa,Mira Road East,1.0,700.0,Apartment,Under Construction,64.5
Mumbai,Amar Vinay Heritage,Mira Road East,2.0,1070.0,Apartment,Ready to move,95.7
Mumbai,JP North Phase 6 Alexa,Mira Road East,1.0,700.0,Apartment,Ready to move,63.5
Mumbai,JP North Phase 6 Alexa,Mira Road East,1.0,700.0,Apartment,Under Construction,63.0
Mumbai,JP North Barcelona,Mira Road East,2.0,1010.0,Apartment,Ready to move,107.0
Mumbai,JK IRIS,Mira Road East,2.0,1150.0,Apartment,Under Construction,115.0
Mumbai,Amar Vinay Heritage,Mira Road East,2.0,1020.0,Apartment,Under Construction,87.8
Mumbai,JK IRIS,Mira Road East,2.0,1090.0,Apartment,Under Construction,105.0
Mumbai,JK IRIS,Mira Road East,2.0,1050.0,Apartment,Under Construction,99.61
Mumbai,JK IRIS,Mira Road East,2.0,1000.0,Apartment,Under Construction,93.23
Mumbai,Amar Vinay Heritage,Mira Road East,1.0,870.0,Apartment,Under Construction,71.4
Mumbai,Amar Vinay Heritage,Mira Road East,1.0,815.0,Apartment,Under Construction,64.1
Mumbai,Pramanik Walchand Paradise,Mira Road East,1.0,725.0,Apartment,Under Construction,67.0
Mumbai,RNA NG Ocean Pearl,Mira Road East,1.0,710.0,Apartment,Under Construction,60.1
Mumbai,Amar Vinay Heritage,Mira Road East,1.0,782.0,Apartment,Ready to move,62.5
Mumbai,Amar Vinay Heritage,Mira Road East,2.0,1020.0,Apartment,Ready to move,88.1
Mumbai,JP Codename Dream Home Tower C,Mira Road East,1.0,750.0,Apartment,Ready to move,60.0
Mumbai,JP North Barcelona,Mira Road East,1.0,712.0,Apartment,Ready to move,64.0
Mumbai,JP Codename Dream Home Tower C,Mira Road East,2.0,920.0,Apartment,Under Construction,82.0
Mumbai,JP North Barcelona,Mira Road East,1.0,712.0,Apartment,Ready to move,66.0
Mumbai,JP North Barcelona,Mira Road East,2.0,920.0,Apartment,Under Construction,88.0
Mumbai,JP North Barcelona,Mira Road East,2.0,920.0,Apartment,Ready to move,88.5
Mumbai,JP North Barcelona,Mira Road East,2.0,920.0,Apartment,Ready to move,90.0
Mumbai,JP North Barcelona,Mira Road East,3.0,1410.0,Apartment,Ready to move,134.0
Mumbai,JP North Barcelona,Mira Road East,3.0,1410.0,Apartment,Under Construction,135.0
Mumbai,JP Codename HOTCAKE,Mira Road East,1.0,650.0,Apartment,Under Construction,59.0
Mumbai,JP Codename HOTCAKE,Mira Road East,1.0,650.0,Apartment,Ready to move,60.0
Mumbai,JP North Elara,Mira Road East,1.0,693.0,Apartment,Under Construction,67.0
Mumbai,JP North Elara,Mira Road East,1.0,693.0,Apartment,Ready to move,68.0
Mumbai,JP North Elara,Mira Road East,2.0,972.0,Apartment,Under Construction,94.13
Mumbai,JP North Elara,Mira Road East,2.0,972.0,Apartment,Ready to move,94.6
Mumbai,JP North Elara,Mira Road East,3.0,1386.0,Apartment,Ready to move,135.0
Mumbai,JP North Elara,Mira Road East,3.0,1386.0,Apartment,Under Construction,136.0
Mumbai,JK IRIS Tower 1 And 2,Mira Road East,1.0,769.0,Apartment,Under Construction,63.2
Mumbai,JK IRIS Tower 1 And 2,Mira Road East,1.0,769.0,Apartment,Ready to move,63.4
Mumbai,JK IRIS Tower 1 And 2,Mira Road East,2.0,974.0,Apartment,Under Construction,83.0
Mumbai,JK IRIS Tower 1 And 2,Mira Road East,1.0,769.0,Apartment,Ready to move,65.4
Mumbai,Umiya Oasis,Mira Road East,1.0,670.0,Apartment,Under Construction,59.0
Mumbai,Umiya Oasis,Mira Road East,1.0,670.0,Apartment,Ready to move,59.5
Mumbai,Umiya Oasis,Mira Road East,2.0,980.0,Apartment,Ready to move,88.0
Mumbai,Umiya Oasis,Mira Road East,2.0,980.0,Apartment,Under Construction,88.5
Mumbai,Unique Elanza,Mira Road East,1.0,650.0,Apartment,Under Construction,52.6
Mumbai,Unique Elanza,Mira Road East,1.0,650.0,Apartment,Ready to move,52.8
Mumbai,Unique Ivana,Mira Road East,1.0,760.0,Apartment,Under Construction,55.84
Mumbai,Unique Ivana,Mira Road East,1.0,760.0,Apartment,Ready to move,56.0
Mumbai,Unique Ivana,Mira Road East,1.0,760.0,Apartment,Ready to move,57.0
Mumbai,Unique Ivana,Mira Road East,2.0,980.0,Apartment,Under Construction,82.59
Mumbai,Amar Vinay Heritage,Mira Road East,1.0,680.0,Apartment,Ready to move,58.34
Mumbai,Amar Vinay Heritage,Mira Road East,1.0,680.0,Apartment,Ready to move,59.0
Mumbai,Amar Vinay Heritage,Mira Road East,2.0,980.0,Apartment,Under Construction,77.96
Mumbai,Amar Vinay Heritage,Mira Road East,2.0,980.0,Apartment,Ready to move,78.9
Mumbai,Amar Vinay Heritage,Mira Road East,2.0,980.0,Apartment,Ready to move,80.0
Mumbai,Space Residence II Building No 4 B,Mira Road East,1.0,780.0,Apartment,Under Construction,63.14
Mumbai,Space Residence II Building No 4 B,Mira Road East,1.0,780.0,Apartment,Ready to move,63.45
Mumbai,Space Residence II Building No 4 B,Mira Road East,1.0,780.0,Apartment,Ready to move,64.5
Mumbai,Space Residence II Building No 4 B,Mira Road East,2.0,980.0,Apartment,Under Construction,82.61
Mumbai,Space Residence II Building No 4 B,Mira Road East,2.0,1230.0,Apartment,Under Construction,96.18
Mumbai,Space Residence II Building No 4 B,Mira Road East,2.0,1230.0,Apartment,Ready to move,96.5
Mumbai,Raj Heritage 2,Mira Road East,2.0,1010.0,Apartment,Under Construction,99.77
Mumbai,Raj Heritage 2,Mira Road East,2.0,1010.0,Apartment,Ready to move,100.0
Mumbai,Raj Akshay,Mira Road East,1.0,670.0,Apartment,Ready to move,64.0
Mumbai,Raj Heritage 2,Mira Road East,3.0,1340.0,Apartment,Ready to move,131.0
Mumbai,Raj Heritage 2,Mira Road East,3.0,1340.0,Apartment,Ready to move,130.0
Mumbai,Raj Akshay,Mira Road East,1.0,670.0,Apartment,Ready to move,65.0
Mumbai,Raj Akshay,Mira Road East,2.0,920.0,Apartment,Under Construction,98.91
Mumbai,Raj Akshay,Mira Road East,2.0,920.0,Apartment,Ready to move,98.98
Mumbai,Raj 127 Raj Homes A Wing,Mira Road East,1.0,750.0,Apartment,Under Construction,61.05
Mumbai,Raj 127 Raj Homes A Wing,Mira Road East,1.0,750.0,Apartment,Ready to move,62.4
Mumbai,Raj 127 Raj Homes A Wing,Mira Road East,2.0,940.0,Apartment,Under Construction,88.78
Mumbai,Raj 127 Raj Homes A Wing,Mira Road East,2.0,940.0,Apartment,Ready to move,89.0
Mumbai,Raj 127 Raj Homes A Wing,Mira Road East,2.0,940.0,Apartment,Ready to move,90.0
Mumbai,RNA NG N G Hill Crest,Mira Road East,2.0,920.0,Apartment,Ready to move,78.0
Mumbai,Kalpataru Srishti Namaah,Mira Road East,2.0,1050.0,Apartment,Ready to move,127.0
Mumbai,JP Codename Dream Home Tower B,Mira Road East,1.0,750.0,Apartment,Ready to move,60.5
Mumbai,JP Codename Dream Home Tower B,Mira Road East,2.0,1010.0,Apartment,Under Construction,78.0
Mumbai,JP Codename Dream Home Tower B,Mira Road East,2.0,1010.0,Apartment,Ready to move,79.0
Mumbai,JP Codename Dream Home Tower C,Mira Road East,1.0,750.0,Apartment,Under Construction,59.5
Mumbai,JP Codename Dream Home Tower B,Mira Road East,3.0,1400.0,Apartment,Ready to move,128.0
Mumbai,JP Codename Dream Home Tower B,Mira Road East,3.0,1400.0,Apartment,Under Construction,125.0
Mumbai,JP Codename Dream Home Tower B,Mira Road East,2.0,1010.0,Apartment,Ready to move,80.0
Mumbai,RNA NG N G Hill Crest,Mira Road East,1.0,650.0,Apartment,Under Construction,54.5
Mumbai,RNA NG N G Hill Crest,Mira Road East,1.0,650.0,Apartment,Ready to move,55.5
Mumbai,RNA NG N G Hill Crest,Mira Road East,2.0,920.0,Apartment,Under Construction,76.5
Mumbai,RNA NG N G Hill Crest,Mira Road East,2.0,920.0,Apartment,Under Construction,77.5
Mumbai,RNA NG NG Diamond Hill B Phase I,Bhayandar East,2.0,920.0,Apartment,Ready to move,81.0
Mumbai,RNA NG N G Diamond Hill D Phase II,Mira Road East,2.0,920.0,Apartment,Under Construction,80.8
Mumbai,RNA NG N G Diamond Hill D Phase II,Mira Road East,2.0,920.0,Apartment,Ready to move,83.67
Mumbai,RNA NG N G Diamond Hill D Phase II,Mira Road East,2.0,920.0,Apartment,Ready to move,84.5
Mumbai,RNA NG Ocean Pearl,Mira Road East,1.0,670.0,Apartment,Under Construction,58.0
Mumbai,RNA NG Ocean Pearl,Mira Road East,1.0,670.0,Apartment,Ready to move,59.0
Mumbai,RNA NG Ocean Pearl,Mira Road East,2.0,1001.0,Apartment,Under Construction,81.34
Mumbai,RNA NG Ocean Pearl,Mira Road East,2.0,1001.0,Apartment,Ready to move,81.78
Mumbai,RNA NG Ocean Pearl,Mira Road East,2.0,1001.0,Apartment,Ready to move,82.31
Mumbai,RNA NG N G Silver Spring Phase II,Mira Road East,1.0,720.0,Apartment,Ready to move,61.6
Mumbai,RNA NG N G Silver Spring Phase II,Mira Road East,1.0,720.0,Apartment,Ready to move,62.0
Mumbai,RNA NG N G Silver Spring Phase II,Mira Road East,2.0,910.0,Apartment,Ready to move,84.5
Mumbai,RNA NG N G Silver Spring Phase II,Mira Road East,2.0,910.0,Apartment,Ready to move,85.0
Mumbai,JP Codename Dream Home Tower B,Mira Road East,3.0,1400.0,Apartment,Ready to move,130.0
Mumbai,MICL Aaradhya Highpark,Bhayandar East,2.0,1010.0,Apartment,Ready to move,105.0
Mumbai,JP Codename HOTCAKE,Mira Road East,2.0,950.0,Apartment,Ready to move,92.0
Mumbai,JP Codename Dream Home Tower C,Mira Road East,2.0,920.0,Apartment,Ready to move,84.0
Mumbai,Unique Ivana,Mira Road East,2.0,980.0,Apartment,Ready to move,83.29
Mumbai,Reputed Builder Golden Harvest,Mira Road East,2.0,1000.0,Apartment,Ready to move,65.0
Mumbai,MICL Aaradhya Highpark,Bhayandar East,1.0,760.0,Apartment,Ready to move,68.0
Mumbai,MICL Aaradhya Highpark,Bhayandar East,1.0,760.0,Apartment,Ready to move,68.5
Mumbai,MICL Aaradhya Highpark,Bhayandar East,2.0,1010.0,Apartment,Under Construction,104.0
Mumbai,MICL Aaradhya Highpark,Bhayandar East,2.0,1010.0,Apartment,Ready to move,106.0
Mumbai,SK Imperial Heights,Mira Road East,2.0,864.0,Apartment,Ready to move,84.0
Mumbai,JP Codename HOTCAKE,Mira Road East,2.0,950.0,Apartment,Under Construction,90.0
Mumbai,Vinayak Vatika Vinayak Complex,Dombivali,1.0,560.0,Apartment,Ready to move,36.4
Mumbai,Prabhat Mangeshi Era,Dombivali,2.0,955.0,Apartment,Under Construction,55.39
Mumbai,Prabhat Mangeshi Era,Dombivali,1.0,632.0,Apartment,Under Construction,36.65
Mumbai,Vinayak Vatika Vinayak Complex,Dombivali,2.0,810.0,Apartment,Ready to move,52.65
Mumbai,Vinayak Vatika Vinayak Complex,Dombivali,1.0,595.0,Apartment,Ready to move,38.67
Mumbai,Vinayak Vatika Vinayak Complex,Dombivali,1.0,585.0,Apartment,Ready to move,38.02
Mumbai,Prabhat Mangeshi Era,Dombivali,2.0,965.0,Apartment,Under Construction,55.97
Mumbai,Prabhat Mangeshi Era,Dombivali,2.0,954.0,Apartment,Under Construction,55.33
Mumbai,Prabhat Mangeshi Era,Dombivali,2.0,966.0,Apartment,Under Construction,56.02
Mumbai,Prabhat Mangeshi Era,Dombivali,2.0,956.0,Apartment,Under Construction,55.44
Mumbai,Prabhat Mangeshi Era,Dombivali,2.0,957.0,Apartment,Under Construction,55.5
Mumbai,Prabhat Mangeshi Era,Dombivali,2.0,964.0,Apartment,Under Construction,55.91
